Variable / Field Name,Form Name,Section Header,Field Type,Field Label,select_choices_or_calculations,Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
f7_17_app_username,birth_part_1,,text,Mobile app username:,,,,,,,,,RH,,,, @APPUSERNAME-APP @READONLY @HIDDEN-APP
f7_after_bp,birth_part_2,Monitoring After Birth,radio,"After birth, was the woman's BP checked?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_after_sbp,birth_part_2,,text,"=> If yes, what was the highest systolic BP?",,,integer,50,300,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1'),y,RH,,,,
f7_after_sbp_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1' and [f7_after_sbp] = """")",y,RH,,,,
f7_after_highest_dbp,birth_part_2,,text,"=> If yes, what was the highest diastolic BP?",,,integer,35,140,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1'),y,RH,,,,
f7_after_highest_dbp_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1' and [f7_after_highest_dbp] = """")",y,RH,,,,
f7_after_lowest_sbp,birth_part_2,,text,"=> If yes, what was the lowest systolic BP?",,,integer,50,300,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1'),y,RH,,,,
f7_after_lowest_sbp_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1' and [f7_after_lowest_sbp] = """")",y,RH,,,,
f7_after_lowest_dbp,birth_part_2,,text,"=> If yes, what was the lowest diastolic BP?",,,integer,35,140,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1'),y,RH,,,,
f7_after_lowest_dbp_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_bp] = '1' and [f7_after_lowest_dbp] = """")",y,RH,,,,
f7_after_maternal_temperature,birth_part_2,,yesno,"After birth, was the woman's temperature checked?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_after_highest_maternal_temp_c,birth_part_2,,text,=> What was the highest temperature recorded? (°C),,,number,35,42,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_temperature] = '1'),y,RH,,,,
f7_after_highest_maternal_temp_dk,birth_part_2,,yesno,=> Don't know highest temperature recorded,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_temperature] = '1' and ([f7_after_highest_maternal_temp_c] = """"))",y,RH,,,,
f7_after_lowest_maternal_temp_c,birth_part_2,,text,"=> If yes, what was the lowest temperature recorded? (°C)",,,number,35,42,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_temperature] = '1'),y,RH,,,,
f7_after_lowest_maternal_temp_dk,birth_part_2,,yesno,=> Don't know lowest temperature recorded,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_temperature] = '1' and ([f7_after_lowest_maternal_temp_c] = """"))",y,RH,,,,
f7_after_maternal_hr,birth_part_2,,radio,"After birth, was the woman's HR checked?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_after_highest_maternal_hr,birth_part_2,,text,"=> If yes, what was the highest HR?",,,integer,50,110,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_hr] = '1'),y,RH,,,,
f7_after_highest_maternal_hr_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_hr] = '1' and [f7_after_highest_maternal_hr] = """")",y,RH,,,,
f7_after_maternal_rr,birth_part_2,,radio,"After birth, was the maternal respiratory rate checked?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_after_highest_maternal_rr,birth_part_2,,text,"=> If yes, what was the highest respiratory rate?",,,integer,10,30,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_rr] = '1'),y,RH,,,,
f7_after_highest_maternal_rr_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_rr] = '1' and [f7_after_highest_maternal_rr] = """")",y,RH,,,,
f7_after_lowest_maternal_rr,birth_part_2,,text,"=> If yes, what was the lowest respiratory rate?",,,integer,10,30,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_rr] = '1'),y,RH,,,,
f7_after_lowest_maternal_rr_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_maternal_rr] = '1' and [f7_after_lowest_maternal_rr] = """")",y,RH,,,,
f7_after_oxygen_saturation,birth_part_2,,radio,"After delivery, was the woman's oxygen saturation checked?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_after_lowest_oxygen_saturation,birth_part_2,,text,"=> If yes, what was the lowest oxygen saturation?",,,integer,80,100,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_oxygen_saturation] = '1'),y,RH,,,,
f7_after_lowest_oxygen_saturation_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_oxygen_saturation] = '1' and [f7_after_lowest_oxygen_saturation] = """")",y,RH,,,,
f7_after_oxygen_saturation_lvl,birth_part_2,,radio,"=> If yes, was the oxygen saturation <90% for at least 60 min?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_after_oxygen_saturation] = '1'),y,RH,,,,
f7_pre_labour_membrane_rupture,birth_part_2,Other Monitoring,radio,Did the membranes rupture prior to delivery (or maternal death if undelivered)?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_membrane_rupture_method,birth_part_2,,dropdown,"=> If yes, how did the membranes rupture?","1, Spontaneously | 2, Caregiver-initiated | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1'),y,RH,,,,
f7_membrane_rupture_indication,birth_part_2,,dropdown,"==> If caregiver-initiated per vaginam, what was the indication?","1, For prevention of delay in labour | 2, To augment labour | 3, To induce labour | 90, Other",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_membrane_rupture_method] = '2'),y,RH,,,,
f7_membrane_rupture_indication_other,birth_part_2,,text,===> Please specify,,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_membrane_rupture_indication] = '90'),y,RH,,,,
f7_date_membrane_rupture,birth_part_2,,text,"=> If yes, what was the DATE on which the membranes ruptured?",,,date_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1'),y,RH,,,,
f7_date_membrane_rupture_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1' and [f7_date_membrane_rupture] = """")",y,RH,,,,
f7_time_membrane_rupture,birth_part_2,,text,"=> If yes, what was the TIME at which the membranes ruptured?",,,time,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1'),y,RH,,,,
f7_time_membrane_rupture_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1' and [f7_time_membrane_rupture] = """")",y,RH,,,,
f7_time_between_rupture_and_delivery,birth_part_2,,dropdown,"==> If DK, how much time passed between membrane rupture and delivery?","1, <12 hour | 2, 12-24 hours | 3, >24 hours | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_time_membrane_rupture_dk] = '1'),y,RH,,,,
f7_meconium_staining,birth_part_2,,radio,"=> If yes, was there meconium-staining of the amniotic fluid?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1'),y,RH,,,,
f7_amniotic_fluid_odour,birth_part_2,,radio,"=> If yes, was the amniotic fluid offensive in odour?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_pre_labour_membrane_rupture] = '1'),y,RH,,,,
f7_fgm_present,birth_part_2,,dropdown,Does the woman present with FGM?,"0, No | 1, Yes but type uncertain | 2, Yes, Type 1 clitoridectomy | 3, Yes, Type 2 excision | 4, Yes, Type 3 infibulation | 5, Yes, Type 4 all other harmful procedures | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_interventions_cervical_cerclage,birth_part_2,,radio,Did the woman have a cervical cerclage?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_interventions_insertion_date,birth_part_2,,text,"=> If yes, what was the date of insertion? (to calculate GA at insertion)",,,date_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_interventions_cervical_cerclage] = '1'),y,RH,,,,
f7_interventions_insertion_date_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_interventions_cervical_cerclage] = '1' and [f7_interventions_insertion_date] = """")",y,RH,,,,
f7_interventions_removal_date,birth_part_2,,text,"=> If yes, what was the date of removal? (to calculate GA at removal)",,,date_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_interventions_cervical_cerclage] = '1'),y,RH,,,,
f7_interventions_removal_date_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_interventions_cervical_cerclage] = '1' and [f7_interventions_removal_date] = """")",y,RH,,,,
f7_placenta_previa,birth_part_2,,radio,Did the woman have placenta praevia?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_placenta_abruption,birth_part_2,,radio,Did the woman have placental abruption?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_fibroid_uterus,birth_part_2,,radio,Did the woman have a fibroid uterus?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_labour_occurence,birth_part_2,Labour,radio,Did labour occur?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_labour_fhr,birth_part_2,,radio,"=> If yes, was the FHR monitored during labour?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_fhr_measurement_method,birth_part_2,,dropdown,"==> If yes, what was used?","1, Pinard | 2, Doptone | 3, Cardiotocography | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_fhr] = '1'),y,RH,,,,
f7_labour_continuous_ctg,birth_part_2,,radio,"===> If cardiotocograph, was this performed continuously?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_fhr_measurement_method] = '3'),y,RH,,,,
f7_labour_partogram,birth_part_2,,radio,"=> If yes, was a partogram used?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_partogram_dilation,birth_part_2,,dropdown,"==> If yes, at how dilated was the woman's cervix when the partogram was commenced?","0, 0 cm | 1, 1 cm | 2, 2 cm | 3, 3 cm | 4, 4 cm | 5, 5 cm | 6, 6 cm | 7, 7 cm | 8, 8 cm | 9, 9 cm | 10, 10 cm",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_partogram] = '1'),y,RH,,,,
f7_labour_vaginal_bleeding,birth_part_2,,radio,"=> If yes, was there vaginal bleeding before delivery?","1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_1st_stage_datetime,birth_part_2,,text,"=> If yes, what was the DATE and TIME of onset of 1st stage of labour (regular painful contractions as per the woman)?",,,datetime_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_1st_stage_datetime_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1' and [f7_labour_1st_stage_datetime] = """")",y,RH,,,,
f7_labour_2nd_stage_datetime,birth_part_2,,text,"=> If yes, what was the DATE and TIME of onset of 2nd stage of labour (from full dilatation)?",,,datetime_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_2nd_stage_datetime_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1' and [f7_labour_2nd_stage_datetime] = """")",y,RH,,,,
f7_labour_last_baby_datetime,birth_part_2,,text,"=> If yes, what was the DATE and TIME of delivery of LAST baby?",,,datetime_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_last_baby_datetime_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1' and [f7_labour_last_baby_datetime] = """")",y,RH,,,,
f7_labour_duration,birth_part_2,,dropdown,"==> If DK, what was the duration of labour?","1, <12 hr | 2, 12-24 hrs | 3, >24 hr | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_last_baby_datetime_dk] = '1'),y,RH,,,,
f7_labour_last_placenta_datetime,birth_part_2,,text,"=> If yes, what was the DATE and TIME of delivery of LAST placenta? (duration of 3rd stage calculated from the DATE and TIME of delivery of LAST baby to DATE and TIME of delivery of LAST placenta)",,,datetime_ymd,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_last_placenta_datetime_dk,birth_part_2,,yesno,=> Don't know,,,,,,,"[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1' and [f7_labour_last_placenta_datetime] = """")",y,RH,,,,
f7_labour_placenta_delivery_duration,birth_part_2,,dropdown,"==> If DK, how long did it take to deliver the placenta?","1, <10 min | 2, 10-30 mins | 3, >30 mins | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_last_placenta_datetime_dk] = '1'),y,RH,,,,
f7_labour_augmented,birth_part_2,,yesno,"=> If yes, was labour augmented?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_augmented_method,birth_part_2,,dropdown,"==> If yes, how was it augmented?","1, ARM | 2, Oxytocin | 3, Misoprostol | 90, Other | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_augmented] = '1'),y,RH,,,,
f7_labour_augmentation_stage,birth_part_2,,dropdown,"==> If yes, at what stage was augmentation initiated?","1, <5 cm dilation | 2, >=5 cm dilation | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_augmented] = '1'),y,RH,,,,
f7_labour_pain_relief,birth_part_2,,dropdown,"=> If yes, did the woman receive any form of pain relief?","0, No | 1, Epidural analgesia | 2, Opioids | 3, Relaxation techniques | 4, Massage | 5, Water | 6, Nitrous oxide | 90, Other",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_pain_relief_other,birth_part_2,,text,==> Please specify,,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_pain_relief] = '90'),y,RH,,,,
f7_labour_supine_position,birth_part_2,,yesno,"=> If yes, was the woman in supine position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_semirecumbent_position,birth_part_2,,yesno,"=> If yes, was the woman in semi-recumbent position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_standing_position,birth_part_2,,yesno,"=> If yes, was the woman in standing position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_walking_position,birth_part_2,,yesno,"=> If yes, was the woman in walking position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_squatting_position,birth_part_2,,yesno,"=> If yes, was the woman in squatting position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_allfours_position,birth_part_2,,yesno,"=> If yes, was the woman in all-fours position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_other_position,birth_part_2,,yesno,"=> If yes, was the woman in another position during labour?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_position_other,birth_part_2,,text,==> Please specify,,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_other_position] = '1'),y,RH,,,,
f7_labour_unknown_position,birth_part_2,,yesno,"=> If yes, was the position of woman during labour unknown?",,,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_labour_birth_vaginally,birth_part_2,,radio,=> Did the woman proceed to giving birth vaginally?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_labour_occurence] = '1'),y,RH,,,,
f7_vb_episiotomy,birth_part_2,,radio,Was an episiotomy performed?,"1, Yes | 0, No | 99, Don't know",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and (([f7_mz_district_hospital] <> '90' and [f7_mz_district_hospital] <> '99' and [f7_mz_district_hospital] <> '')),y,RH,,,,
f7_vb_episiotomy_indication,birth_part_2,,dropdown,"=> If yes, what was the indication?","1, Fetal distress | 2, Shoulder dystocia | 90, Other",,,,,,[profile_summary_arm_1][f2a_cohort] <> '1' and ([f7_vb_episiotomy] = '1'),y,RH,,,,
